lat,lon,travel_time_mins
53.80591263075947,-1.5335382460016578,18.766666666666666
53.782686130169495,-1.596711023822085,23.75
53.76825392116436,-1.5575913416858231,33.11666666666667
53.798066961296726,-1.5736555514843544,12.816666666666666
53.77778246641952,-1.5391662761554386,24.133333333333333
53.83123434109618,-1.516630736214143,29.516666666666666
53.827329679715305,-1.5263437460242482,34.56666666666667
53.81483872727241,-1.523705822463361,27.383333333333333
53.860481912622106,-1.5927909616225844,56.68333333333333
53.80294428324013,-1.5417833274621966,9.966666666666667
53.85244751276208,-1.594096072067844,38.416666666666664
53.84949802767708,-1.60182983404245,30.466666666666665
53.81283163212482,-1.6159700289827763,29.566666666666666
53.765489184488175,-1.5475659081899948,40.03333333333333
53.78576898045985,-1.5300509732771357,26.733333333333334
53.83073876993059,-1.6123489999016902,32.56666666666667
53.81804278194184,-1.5605112510372752,20.066666666666666
53.83751047404498,-1.517399501051829,46.03333333333333
53.859247448624,-1.5066147036454092,50.45
53.85171334923041,-1.5207504425865337,33.63333333333333
53.798522688870094,-1.478957857766673,51.6
53.78398183164736,-1.498286029069644,67.76666666666667
53.77888882143738,-1.4779235089068918,35.31666666666667
53.75593634361306,-1.581071374233555,59.0
53.74531854850895,-1.517316984827715,44.583333333333336
53.812457486007816,-1.5311379184069107,24.283333333333335
53.79382444045932,-1.5959517577435651,24.866666666666667
53.800931993310925,-1.5768501679738656,18.0
53.76811264358234,-1.5683480246675996,32.083333333333336
53.8004500887552,-1.6073407085744758,19.85
53.75960369904857,-1.6107909405696288,90.6
53.7811906881956,-1.5200198934289164,30.5
53.781444679969816,-1.6439072586306165,56.083333333333336
53.80404681895943,-1.607310820845121,20.7
53.77580015735302,-1.668116152719767,59.416666666666664
53.85423576435168,-1.5110167004365012,37.21666666666667
53.83701654102212,-1.50751613411435,42.516666666666666
53.865271104652535,-1.508557476995381,52.56666666666667
53.80901905712896,-1.4648543755262913,44.233333333333334
53.84203854248805,-1.409419142819906,75.53333333333333
53.79399847970138,-1.472775814596078,52.766666666666666
53.86452735504843,-1.6249866717700674,43.483333333333334
53.87977682319203,-1.6041833448529377,29.933333333333334
53.83813774769209,-1.596834960809449,25.15
53.9109960445518,-1.5682052248000724,55.7
53.88147285524728,-1.567625692761602,115.01666666666667
53.94547265977055,-1.5621815013173477,71.75
53.79987365145643,-1.6429359699078965,38.516666666666666
53.85346235992552,-1.6795941065371434,43.56666666666667
53.80027139253976,-1.6615931332701417,36.95
53.90036301847404,-1.6955068460052127,67.38333333333334
53.82369660412094,-1.7084918313841604,75.41666666666667
53.85322464616627,-1.6397704306720122,43.28333333333333
53.86883387024083,-1.6962270828043902,52.86666666666667
53.8933878016104,-1.7061924482633917,82.3
53.91054461397823,-1.721134033754821,77.28333333333333
53.90230068516444,-1.6404735308351723,59.5
53.92163182985121,-1.656012062323993,110.05
53.97245474923463,-1.480820677169719,96.88333333333334
53.91842392607575,-1.4316492475062506,76.95
53.89558307421891,-1.3388431315756597,400.3833333333333
53.95174852646264,-1.2938229624794275,470.9166666666667
53.90657820748114,-1.2597851799908772,142.66666666666666
53.85369552349685,-1.2800599618815305,176.56666666666666
53.92381546913485,-1.2181910417307915,115.25
53.834438886225215,-1.4206373528013143,65.65
53.79995220533056,-1.34800692850508,59.61666666666667
53.79344454857166,-1.348372590480655,49.45
53.76660752053939,-1.503555283175985,47.483333333333334
53.7062557100424,-1.433149376785436,130.38333333333333
53.73876561768487,-1.4550196446046035,331.2
53.7610305884778,-1.6419869973130727,40.31666666666667
53.74852056663996,-1.6367994937080532,366.18333333333334
53.70269631855819,-1.5748612323317048,135.6
53.79893918941495,-1.698017859516057,36.05
53.789328762905306,-1.6975844162674465,62.28333333333333
53.78860768406393,-1.693177585729447,80.63333333333334
53.93673735478401,-1.8008618448461873,57.6
53.919908510676855,-1.8333182700163373,56.166666666666664
53.95199017758349,-1.8582444909267133,517.3166666666667
53.79663565572978,-1.7835022548710842,101.91666666666667
53.79442744202747,-1.7606627566587023,61.28333333333333
53.8379521926442,-1.7209729259058968,48.483333333333334
53.72085237838464,-1.5161643236222893,69.63333333333334
53.696950265099744,-1.4999566145554355,54.15
53.67072110139727,-1.4880501425979484,83.15
53.69601774583696,-1.3130115745294968,376.5833333333333
53.74346676200509,-1.3992217565942886,77.98333333333333
53.70742697695033,-1.4064909406369053,132.91666666666666
53.69320840937684,-1.6968172534390094,371.2
53.67088057342063,-1.6288676466582392,143.9
53.74427508502801,-1.6758858115636488,63.28333333333333
53.67964840278575,-1.7900013390134322,113.05
53.64441545436405,-1.7915902071207856,87.91666666666667
53.67115261426122,-1.7824272144648026,131.93333333333334
53.7782247344346,-1.5193690166778864,25.866666666666667
53.66130617594763,-1.394999072476991,363.68333333333334
53.841053404063736,-1.7787807800632138,49.93333333333333
53.7572100162095,-1.5287488115536163,44.4
53.86956681025541,-1.6744129075631171,53.483333333333334
53.715934361625216,-1.6698613464974836,80.23333333333333
53.831562228426186,-1.3561459597155745,45.56666666666667
53.91178935074446,-1.6673504241158206,82.55
53.69080473461285,-1.4480969666342838,379.0833333333333
53.75257577766283,-1.6673657698979802,35.31666666666667
53.76351035614096,-1.8576259933876889,354.6666666666667
53.68319314485063,-1.3440985418035118,385.6666666666667
53.799170989922345,-1.7472007194667498,58.81666666666667
53.82271450507645,-1.616449241495531,20.966666666666665
53.6563293086462,-1.8126239392985088,334.3
53.89008096984392,-1.471457816860206,60.583333333333336
53.92513392573296,-1.2569708444475778,109.9
53.735723833325146,-1.261003878944762,109.88333333333334
53.9376834056886,-1.7778138690076273,67.38333333333334
53.86713922026816,-1.4212402763038492,63.25
53.873821002615024,-1.2616589862962386,118.26666666666667
53.89306871103658,-1.680146539398867,96.41666666666667
53.71930885151394,-1.510169808276734,63.71666666666667
53.67198660434342,-1.45381257554522,345.48333333333335
53.88594481917658,-1.3138120352023352,158.26666666666668
53.894573034036654,-1.6082831760734666,89.0
53.6842747130087,-1.4061071370867329,388.71666666666664
53.80392010132951,-1.5083510129210145,23.716666666666665
53.85357752272676,-1.7147495337452228,44.86666666666667
53.81621786277314,-1.7297625651585935,76.85
53.71301555988797,-1.3715395172378544,98.45
53.93314076902524,-1.6574184583013871,86.81666666666666
53.61966381596984,-1.666162393215624,91.3
53.69435771104983,-1.256405021047581,409.56666666666666
53.87368861952254,-1.7940164186771614,151.05
53.69928986475027,-1.8305174418017685,336.1166666666667
53.667316411073486,-1.754838636539254,386.4
53.7229242617299,-1.3143426832467269,383.1166666666667
53.73915806646663,-1.6438008413336158,362.8
53.66560498240395,-1.604987102486669,199.58333333333334
53.646743254553,-1.7831268873126584,78.33333333333333
53.89509373163527,-1.5424872868780513,77.65
53.74569202674313,-1.7525623655207376,401.45
53.6228999459754,-1.3744418010043795,361.95
53.75650856561295,-1.7436128088790963,399.8833333333333
53.86311687937543,-1.3156981000074512,112.5
53.90502412753057,-1.7948520056609838,132.08333333333334
53.66488638853221,-1.5295842627059684,311.75
53.84690952456654,-1.5536749512682086,39.983333333333334
53.796402016710815,-1.8380478540908685,112.93333333333334
53.84540162747162,-1.5942164897638826,44.4
53.69773396016925,-1.678740709842214,84.5
53.894320700864434,-1.4014133333515082,80.65
53.85402028163709,-1.5002199643353489,41.78333333333333
53.66485765898003,-1.6539940479504214,147.0
53.84862378587961,-1.8445684587407492,43.666666666666664
53.87381557439168,-1.2984026283938628,110.71666666666667
53.72828339591151,-1.454889917936781,360.8333333333333
53.88461629228597,-1.3022100264965362,120.28333333333333
53.87501885810345,-1.757614005885621,92.11666666666666
53.62686529225361,-1.6137255313826429,218.15
53.77463775141956,-1.8134381848241452,365.8333333333333
53.6827884889243,-1.7649235293429666,110.03333333333333
53.78305850391548,-1.293774513450613,98.3
53.79952419765423,-1.4982645557142484,42.11666666666667
